seed,condition,target,report_audit_budget,actual_fitting_budget,evaluation_split,weighting,log_loss,selected_candidate,origin_metrics,reused
1,prior,income_binary,360,,development_evaluation,unweighted,0.4829118487347244,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,360,360,development_evaluation,unweighted,3.5548175081502965e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,income_binary,360,,development_evaluation,person_weighted,0.4881877321128816,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,income_binary,360,360,development_evaluation,person_weighted,3.557842767859998e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,120,,validation,unweighted,0.6295608034198925,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,120,120,validation,unweighted,9.386165398581939e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,120,,validation,person_weighted,0.6053143944104075,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,120,120,validation,person_weighted,9.033835091395045e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,120,,development_evaluation,unweighted,0.6262853803725034,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,120,120,development_evaluation,unweighted,9.338569451157225e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,120,,development_evaluation,person_weighted,0.6160824690657296,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,exposed,civilian_at_work,120,120,development_evaluation,person_weighted,9.190308532457468e-06,mlp_0,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
1,prior,civilian_at_work,360,,validation,unweighted,0.6295608034198925,prior,results/redesign_20260908_acs_coalition_v1/seed_1/controls/metrics.json,True
