seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,split,n,n_classes,class_schema,weighted,weight_sum,support,weighted_support,prevalence,coverage_complete,raw_coverage_complete,valid_class_mask,log_loss,log_loss_probability_floor,accuracy,balanced_accuracy,observed_balanced_accuracy,auroc,macro_auroc,observed_macro_auroc
0,transfer,W,income_binary,logistic,logistic,True,True,True,True,False,2048,"[1652,396]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2439,543]","[2439.0,543.0]","[0.817907444668008,0.18209255533199195]",True,True,"[true,true]",0.2935126019087595,1e-12,0.8682092555331992,0.7347556624737518,0.7347556624737518,0.899405531808541,0.8994055318085409,0.8994055318085409
0,transfer,W,income_binary,logistic,logistic,True,True,True,True,False,2048,"[1652,396]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2434,550]","[288007.0,60383.0]","[0.8266798702603404,0.17332012973965957]",True,True,"[true,true]",0.27559087387996756,1e-12,0.8713482017279486,0.7359599988126568,0.7359599988126568,0.908636453487829,0.9086364534878288,0.9086364534878288
0,transfer,W,income_binary,logistic,logistic,True,True,True,True,False,2048,"[1652,396]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2439,543]","[273575.0,60566.0]","[0.8187411900963965,0.18125880990360357]",True,True,"[true,true]",0.2999368851883348,1e-12,0.8633271582954501,0.7168357416117173,0.7168357416117173,0.8925173655266346,0.8925173655266346,0.8925173655266346
0,transfer,W,income_binary,mlp,mlp,False,False,True,False,False,2048,"[1652,396]",True,validation,2984,2,"[0,1]",False,2984.0,"[2434,550]","[2434.0,550.0]","[0.8156836461126006,0.18431635388739948]",True,True,"[true,true]",0.29603212643620597,1e-12,0.8652815013404825,0.7668349891685964,0.7668349891685964,0.9010853813401061,0.9010853813401061,0.9010853813401061
0,transfer,W,income_binary,mlp,mlp,False,False,True,False,False,2048,"[1652,396]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[2439,543]","[2439.0,543.0]","[0.817907444668008,0.18209255533199195]",True,True,"[true,true]",0.29975411757127796,1e-12,0.8655264922870557,0.754589893965238,0.754589893965238,0.8962863293457981,0.8962863293457981,0.8962863293457981
0,transfer,W,income_binary,mlp,mlp,False,False,True,False,False,2048,"[1652,396]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[2434,550]","[288007.0,60383.0]","[0.8266798702603404,0.17332012973965957]",True,True,"[true,true]",0.27912683205822236,1e-12,0.8721289359625707,0.7562944859497789,0.7562944859497789,0.9062720911035402,0.9062720911035402,0.9062720911035402
0,transfer,W,income_binary,mlp,mlp,False,False,True,False,False,2048,"[1652,396]",True,development_evaluation_person_weighted,2982,2,"[0,1]",True,334141.0,"[2439,543]","[273575.0,60566.0]","[0.8187411900963965,0.18125880990360357]",True,True,"[true,true]",0.3085087068376042,1e-12,0.8555190772757608,0.7304187783312561,0.7304187783312561,0.8881173984295678,0.8881173984295678,0.8881173984295678
0,transfer,W,civilian_at_work,logistic,logistic,False,False,True,True,False,2048,"[665,1383]",True,validation,2984,2,"[0,1]",False,2984.0,"[981,2003]","[981.0,2003.0]","[0.32875335120643434,0.6712466487935657]",True,True,"[true,true]",0.30092104846335427,1e-12,0.8930965147453083,0.846772908934254,0.846772908934254,0.8884489270172214,0.8884489270172214,0.8884489270172214
0,transfer,W,civilian_at_work,logistic,logistic,False,False,True,True,False,2048,"[665,1383]",True,development_evaluation,2982,2,"[0,1]",False,2982.0,"[972,2010]","[972.0,2010.0]","[0.32595573440643866,0.6740442655935613]",True,True,"[true,true]",0.27371996332193693,1e-12,0.9061032863849765,0.864202137460844,0.864202137460844,0.9026580062649714,0.9026580062649714,0.9026580062649714
0,transfer,W,civilian_at_work,logistic,logistic,False,False,True,True,False,2048,"[665,1383]",True,validation_person_weighted,2984,2,"[0,1]",True,348390.0,"[981,2003]","[112512.0,235878.0]","[0.3229484198742788,0.6770515801257212]",True,True,"[true,true]",0.29601573723069663,1e-12,0.8992307471511811,0.8496008714541781,0.8496008714541781,0.8841139921302884,0.8841139921302885,0.8841139921302885
