seed,objective,index,eigenvalue,above_tolerance,tolerance,dimension
0,U_only,37,1.059458285674034e-17,0,2.155249632346502e-11,128
0,U_only,38,9.852102686394344e-18,0,2.155249632346502e-11,128
0,U_only,39,8.89253612751895e-18,0,2.155249632346502e-11,128
0,U_only,40,6.8165641677701235e-18,0,2.155249632346502e-11,128
0,U_only,41,6.158768340679076e-18,0,2.155249632346502e-11,128
0,U_only,42,5.431753374746472e-18,0,2.155249632346502e-11,128
0,U_only,43,3.245963953640596e-18,0,2.155249632346502e-11,128
0,U_only,44,2.0238767483237883e-18,0,2.155249632346502e-11,128
0,U_only,45,1.3490842345618284e-18,0,2.155249632346502e-11,128
0,U_only,46,9.919836158710721e-19,0,2.155249632346502e-11,128
0,U_only,47,2.8036554145279563e-19,0,2.155249632346502e-11,128
0,U_only,48,6.309908059389263e-21,0,2.155249632346502e-11,128
0,U_only,49,3.64516092649524e-21,0,2.155249632346502e-11,128
0,U_only,50,1.2902587037566768e-21,0,2.155249632346502e-11,128
0,U_only,51,1.0788471087109889e-21,0,2.155249632346502e-11,128
0,U_only,52,6.263751185617034e-22,0,2.155249632346502e-11,128
0,U_only,53,6.121403768691616e-22,0,2.155249632346502e-11,128
0,U_only,54,5.431174664113294e-22,0,2.155249632346502e-11,128
0,U_only,55,5.095136471919972e-22,0,2.155249632346502e-11,128
0,U_only,56,4.818424635605635e-22,0,2.155249632346502e-11,128
0,U_only,57,3.3168169642144914e-22,0,2.155249632346502e-11,128
0,U_only,58,2.6919915701064586e-22,0,2.155249632346502e-11,128
0,U_only,59,2.2946247724638528e-22,0,2.155249632346502e-11,128
0,U_only,60,2.1879535820040333e-22,0,2.155249632346502e-11,128
0,U_only,61,1.8438375406540329e-22,0,2.155249632346502e-11,128
0,U_only,62,1.7371828235027213e-22,0,2.155249632346502e-11,128
0,U_only,63,1.5346862232325093e-22,0,2.155249632346502e-11,128
0,U_only,64,1.2801742065023068e-22,0,2.155249632346502e-11,128
0,U_only,65,1.0625010747860033e-22,0,2.155249632346502e-11,128
0,U_only,66,9.087887142119585e-23,0,2.155249632346502e-11,128
0,U_only,67,8.796073945029928e-23,0,2.155249632346502e-11,128
0,U_only,68,7.851929776617333e-23,0,2.155249632346502e-11,128
