seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected
1,transfer,PCA16,income_binary,mlp,mlp,True,True,True,False,2048,"[1658,390]",True,40,320,0.31205673230015707,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,0,0,0.6469490064184416,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,5,40,0.41944419858284077,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,10,80,0.3141912570055354,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,15,120,0.2996991752397548,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,20,160,0.29596765666864094,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,25,200,0.2957800221930235,True
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,30,240,0.29672000061518683,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,35,280,0.29877956707545267,False
1,transfer,PCA16,civilian_at_work,mlp,mlp,True,True,True,False,2048,"[671,1377]",True,40,320,0.3017429815807596,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,0,0,0.6986454093040062,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,5,40,0.5362305877950753,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,10,80,0.4991709360368945,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,15,120,0.4922634731679349,False
1,transfer,PCA16,public_coverage,mlp,mlp,True,True,True,False,2048,"[1565,483]",True,20,160,0.49010677124078145,True
