case,S,history,probability,numerator,denominator
noiseless/cached/k4,1,--/-+/++/++,0,0,1
noiseless/cached/k4,1,--/+-/--/--,0,0,1
noiseless/cached/k4,1,--/+-/--/-+,0,0,1
noiseless/cached/k4,1,--/+-/--/+-,0,0,1
noiseless/cached/k4,1,--/+-/--/++,0,0,1
noiseless/cached/k4,1,--/+-/-+/--,0,0,1
noiseless/cached/k4,1,--/+-/-+/-+,0,0,1
noiseless/cached/k4,1,--/+-/-+/+-,0,0,1
noiseless/cached/k4,1,--/+-/-+/++,0,0,1
noiseless/cached/k4,1,--/+-/+-/--,0,0,1
noiseless/cached/k4,1,--/+-/+-/-+,0,0,1
noiseless/cached/k4,1,--/+-/+-/+-,0,0,1
noiseless/cached/k4,1,--/+-/+-/++,0,0,1
noiseless/cached/k4,1,--/+-/++/--,0,0,1
noiseless/cached/k4,1,--/+-/++/-+,0,0,1
noiseless/cached/k4,1,--/+-/++/+-,0,0,1
noiseless/cached/k4,1,--/+-/++/++,0,0,1
noiseless/cached/k4,1,--/++/--/--,0,0,1
noiseless/cached/k4,1,--/++/--/-+,0,0,1
noiseless/cached/k4,1,--/++/--/+-,0,0,1
noiseless/cached/k4,1,--/++/--/++,0,0,1
noiseless/cached/k4,1,--/++/-+/--,0,0,1
noiseless/cached/k4,1,--/++/-+/-+,0,0,1
noiseless/cached/k4,1,--/++/-+/+-,0,0,1
noiseless/cached/k4,1,--/++/-+/++,0,0,1
noiseless/cached/k4,1,--/++/+-/--,0,0,1
noiseless/cached/k4,1,--/++/+-/-+,0,0,1
noiseless/cached/k4,1,--/++/+-/+-,0,0,1
noiseless/cached/k4,1,--/++/+-/++,0,0,1
noiseless/cached/k4,1,--/++/++/--,0,0,1
noiseless/cached/k4,1,--/++/++/-+,0,0,1
noiseless/cached/k4,1,--/++/++/+-,0,0,1
noiseless/cached/k4,1,--/++/++/++,0,0,1
noiseless/cached/k4,1,-+/--/--/--,0,0,1
noiseless/cached/k4,1,-+/--/--/-+,0,0,1
noiseless/cached/k4,1,-+/--/--/+-,0,0,1
noiseless/cached/k4,1,-+/--/--/++,0,0,1
noiseless/cached/k4,1,-+/--/-+/--,0,0,1
noiseless/cached/k4,1,-+/--/-+/-+,0,0,1
noiseless/cached/k4,1,-+/--/-+/+-,0,0,1
noiseless/cached/k4,1,-+/--/-+/++,0,0,1
noiseless/cached/k4,1,-+/--/+-/--,0,0,1
noiseless/cached/k4,1,-+/--/+-/-+,0,0,1
noiseless/cached/k4,1,-+/--/+-/+-,0,0,1
noiseless/cached/k4,1,-+/--/+-/++,0,0,1
noiseless/cached/k4,1,-+/--/++/--,0,0,1
noiseless/cached/k4,1,-+/--/++/-+,0,0,1
noiseless/cached/k4,1,-+/--/++/+-,0,0,1
noiseless/cached/k4,1,-+/--/++/++,0,0,1
noiseless/cached/k4,1,-+/-+/--/--,0,0,1
noiseless/cached/k4,1,-+/-+/--/-+,0,0,1
noiseless/cached/k4,1,-+/-+/--/+-,0,0,1
noiseless/cached/k4,1,-+/-+/--/++,0,0,1
noiseless/cached/k4,1,-+/-+/-+/--,0,0,1
noiseless/cached/k4,1,-+/-+/-+/-+,0,0,1
noiseless/cached/k4,1,-+/-+/-+/+-,0,0,1
noiseless/cached/k4,1,-+/-+/-+/++,0,0,1
noiseless/cached/k4,1,-+/-+/+-/--,0,0,1
noiseless/cached/k4,1,-+/-+/+-/-+,0,0,1
noiseless/cached/k4,1,-+/-+/+-/+-,0,0,1
noiseless/cached/k4,1,-+/-+/+-/++,0,0,1
noiseless/cached/k4,1,-+/-+/++/--,0,0,1
noiseless/cached/k4,1,-+/-+/++/-+,0,0,1
noiseless/cached/k4,1,-+/-+/++/+-,0,0,1
noiseless/cached/k4,1,-+/-+/++/++,0,0,1
noiseless/cached/k4,1,-+/+-/--/--,0,0,1
noiseless/cached/k4,1,-+/+-/--/-+,0,0,1
noiseless/cached/k4,1,-+/+-/--/+-,0,0,1
noiseless/cached/k4,1,-+/+-/--/++,0,0,1
noiseless/cached/k4,1,-+/+-/-+/--,0,0,1
noiseless/cached/k4,1,-+/+-/-+/-+,0,0,1
noiseless/cached/k4,1,-+/+-/-+/+-,0,0,1
noiseless/cached/k4,1,-+/+-/-+/++,0,0,1
noiseless/cached/k4,1,-+/+-/+-/--,0,0,1
noiseless/cached/k4,1,-+/+-/+-/-+,0,0,1
noiseless/cached/k4,1,-+/+-/+-/+-,0,0,1
noiseless/cached/k4,1,-+/+-/+-/++,0,0,1
noiseless/cached/k4,1,-+/+-/++/--,0,0,1
noiseless/cached/k4,1,-+/+-/++/-+,0,0,1
noiseless/cached/k4,1,-+/+-/++/+-,0,0,1
noiseless/cached/k4,1,-+/+-/++/++,0,0,1
noiseless/cached/k4,1,-+/++/--/--,0,0,1
noiseless/cached/k4,1,-+/++/--/-+,0,0,1
noiseless/cached/k4,1,-+/++/--/+-,0,0,1
noiseless/cached/k4,1,-+/++/--/++,0,0,1
noiseless/cached/k4,1,-+/++/-+/--,0,0,1
noiseless/cached/k4,1,-+/++/-+/-+,0,0,1
noiseless/cached/k4,1,-+/++/-+/+-,0,0,1
noiseless/cached/k4,1,-+/++/-+/++,0,0,1
noiseless/cached/k4,1,-+/++/+-/--,0,0,1
noiseless/cached/k4,1,-+/++/+-/-+,0,0,1
noiseless/cached/k4,1,-+/++/+-/+-,0,0,1
noiseless/cached/k4,1,-+/++/+-/++,0,0,1
noiseless/cached/k4,1,-+/++/++/--,0,0,1
noiseless/cached/k4,1,-+/++/++/-+,0,0,1
noiseless/cached/k4,1,-+/++/++/+-,0,0,1
noiseless/cached/k4,1,-+/++/++/++,0,0,1
noiseless/cached/k4,1,+-/--/--/--,0,0,1
noiseless/cached/k4,1,+-/--/--/-+,0,0,1
noiseless/cached/k4,1,+-/--/--/+-,0,0,1
noiseless/cached/k4,1,+-/--/--/++,0,0,1
noiseless/cached/k4,1,+-/--/-+/--,0,0,1
noiseless/cached/k4,1,+-/--/-+/-+,0,0,1
noiseless/cached/k4,1,+-/--/-+/+-,0,0,1
noiseless/cached/k4,1,+-/--/-+/++,0,0,1
noiseless/cached/k4,1,+-/--/+-/--,0,0,1
noiseless/cached/k4,1,+-/--/+-/-+,0,0,1
noiseless/cached/k4,1,+-/--/+-/+-,0,0,1
noiseless/cached/k4,1,+-/--/+-/++,0,0,1
noiseless/cached/k4,1,+-/--/++/--,0,0,1
noiseless/cached/k4,1,+-/--/++/-+,0,0,1
noiseless/cached/k4,1,+-/--/++/+-,0,0,1
noiseless/cached/k4,1,+-/--/++/++,0,0,1
noiseless/cached/k4,1,+-/-+/--/--,0,0,1
noiseless/cached/k4,1,+-/-+/--/-+,0,0,1
noiseless/cached/k4,1,+-/-+/--/+-,0,0,1
noiseless/cached/k4,1,+-/-+/--/++,0,0,1
noiseless/cached/k4,1,+-/-+/-+/--,0,0,1
noiseless/cached/k4,1,+-/-+/-+/-+,0,0,1
noiseless/cached/k4,1,+-/-+/-+/+-,0,0,1
noiseless/cached/k4,1,+-/-+/-+/++,0,0,1
noiseless/cached/k4,1,+-/-+/+-/--,0,0,1
noiseless/cached/k4,1,+-/-+/+-/-+,0,0,1
noiseless/cached/k4,1,+-/-+/+-/+-,0,0,1
noiseless/cached/k4,1,+-/-+/+-/++,0,0,1
noiseless/cached/k4,1,+-/-+/++/--,0,0,1
noiseless/cached/k4,1,+-/-+/++/-+,0,0,1
noiseless/cached/k4,1,+-/-+/++/+-,0,0,1
noiseless/cached/k4,1,+-/-+/++/++,0,0,1
noiseless/cached/k4,1,+-/+-/--/--,0,0,1
noiseless/cached/k4,1,+-/+-/--/-+,0,0,1
noiseless/cached/k4,1,+-/+-/--/+-,0,0,1
noiseless/cached/k4,1,+-/+-/--/++,0,0,1
noiseless/cached/k4,1,+-/+-/-+/--,0,0,1
noiseless/cached/k4,1,+-/+-/-+/-+,0,0,1
noiseless/cached/k4,1,+-/+-/-+/+-,0,0,1
noiseless/cached/k4,1,+-/+-/-+/++,0,0,1
noiseless/cached/k4,1,+-/+-/+-/--,0,0,1
noiseless/cached/k4,1,+-/+-/+-/-+,0,0,1
noiseless/cached/k4,1,+-/+-/+-/+-,0,0,1
noiseless/cached/k4,1,+-/+-/+-/++,0,0,1
noiseless/cached/k4,1,+-/+-/++/--,0,0,1
noiseless/cached/k4,1,+-/+-/++/-+,0,0,1
noiseless/cached/k4,1,+-/+-/++/+-,0,0,1
noiseless/cached/k4,1,+-/+-/++/++,0,0,1
noiseless/cached/k4,1,+-/++/--/--,0,0,1
noiseless/cached/k4,1,+-/++/--/-+,0,0,1
noiseless/cached/k4,1,+-/++/--/+-,0,0,1
noiseless/cached/k4,1,+-/++/--/++,0,0,1
noiseless/cached/k4,1,+-/++/-+/--,0,0,1
noiseless/cached/k4,1,+-/++/-+/-+,0,0,1
noiseless/cached/k4,1,+-/++/-+/+-,0,0,1
noiseless/cached/k4,1,+-/++/-+/++,0,0,1
noiseless/cached/k4,1,+-/++/+-/--,0,0,1
noiseless/cached/k4,1,+-/++/+-/-+,0,0,1
noiseless/cached/k4,1,+-/++/+-/+-,0,0,1
noiseless/cached/k4,1,+-/++/+-/++,0,0,1
noiseless/cached/k4,1,+-/++/++/--,0,0,1
noiseless/cached/k4,1,+-/++/++/-+,0,0,1
noiseless/cached/k4,1,+-/++/++/+-,0,0,1
noiseless/cached/k4,1,+-/++/++/++,0,0,1
noiseless/cached/k4,1,++/--/--/--,0,0,1
noiseless/cached/k4,1,++/--/--/-+,0,0,1
noiseless/cached/k4,1,++/--/--/+-,0,0,1
noiseless/cached/k4,1,++/--/--/++,0,0,1
noiseless/cached/k4,1,++/--/-+/--,0,0,1
noiseless/cached/k4,1,++/--/-+/-+,0,0,1
noiseless/cached/k4,1,++/--/-+/+-,0,0,1
noiseless/cached/k4,1,++/--/-+/++,0,0,1
noiseless/cached/k4,1,++/--/+-/--,0,0,1
noiseless/cached/k4,1,++/--/+-/-+,0,0,1
noiseless/cached/k4,1,++/--/+-/+-,0,0,1
noiseless/cached/k4,1,++/--/+-/++,0,0,1
noiseless/cached/k4,1,++/--/++/--,0,0,1
noiseless/cached/k4,1,++/--/++/-+,0,0,1
noiseless/cached/k4,1,++/--/++/+-,0,0,1
noiseless/cached/k4,1,++/--/++/++,0,0,1
noiseless/cached/k4,1,++/-+/--/--,0,0,1
noiseless/cached/k4,1,++/-+/--/-+,0,0,1
noiseless/cached/k4,1,++/-+/--/+-,0,0,1
noiseless/cached/k4,1,++/-+/--/++,0,0,1
noiseless/cached/k4,1,++/-+/-+/--,0,0,1
noiseless/cached/k4,1,++/-+/-+/-+,0,0,1
noiseless/cached/k4,1,++/-+/-+/+-,0,0,1
noiseless/cached/k4,1,++/-+/-+/++,0,0,1
noiseless/cached/k4,1,++/-+/+-/--,0,0,1
noiseless/cached/k4,1,++/-+/+-/-+,0,0,1
noiseless/cached/k4,1,++/-+/+-/+-,0,0,1
noiseless/cached/k4,1,++/-+/+-/++,0,0,1
noiseless/cached/k4,1,++/-+/++/--,0,0,1
noiseless/cached/k4,1,++/-+/++/-+,0,0,1
noiseless/cached/k4,1,++/-+/++/+-,0,0,1
noiseless/cached/k4,1,++/-+/++/++,0,0,1
noiseless/cached/k4,1,++/+-/--/--,0,0,1
noiseless/cached/k4,1,++/+-/--/-+,0,0,1
noiseless/cached/k4,1,++/+-/--/+-,0,0,1
noiseless/cached/k4,1,++/+-/--/++,0,0,1
noiseless/cached/k4,1,++/+-/-+/--,0,0,1
noiseless/cached/k4,1,++/+-/-+/-+,0,0,1
noiseless/cached/k4,1,++/+-/-+/+-,0,0,1
noiseless/cached/k4,1,++/+-/-+/++,0,0,1
noiseless/cached/k4,1,++/+-/+-/--,0,0,1
noiseless/cached/k4,1,++/+-/+-/-+,0,0,1
noiseless/cached/k4,1,++/+-/+-/+-,0,0,1
noiseless/cached/k4,1,++/+-/+-/++,0,0,1
noiseless/cached/k4,1,++/+-/++/--,0,0,1
noiseless/cached/k4,1,++/+-/++/-+,0,0,1
noiseless/cached/k4,1,++/+-/++/+-,0,0,1
noiseless/cached/k4,1,++/+-/++/++,0,0,1
noiseless/cached/k4,1,++/++/--/--,0,0,1
noiseless/cached/k4,1,++/++/--/-+,0,0,1
noiseless/cached/k4,1,++/++/--/+-,0,0,1
noiseless/cached/k4,1,++/++/--/++,0,0,1
noiseless/cached/k4,1,++/++/-+/--,0,0,1
noiseless/cached/k4,1,++/++/-+/-+,0,0,1
noiseless/cached/k4,1,++/++/-+/+-,0,0,1
noiseless/cached/k4,1,++/++/-+/++,0,0,1
noiseless/cached/k4,1,++/++/+-/--,0,0,1
noiseless/cached/k4,1,++/++/+-/-+,0,0,1
noiseless/cached/k4,1,++/++/+-/+-,0,0,1
noiseless/cached/k4,1,++/++/+-/++,0,0,1
noiseless/cached/k4,1,++/++/++/--,0,0,1
noiseless/cached/k4,1,++/++/++/-+,0,0,1
noiseless/cached/k4,1,++/++/++/+-,0,0,1
noiseless/cached/k4,1,++/++/++/++,1/4,1,4
