case,S,history,probability,numerator,denominator
coordinated/fresh/k4,-1,-+/-+/--/+-,0,0,1
coordinated/fresh/k4,-1,-+/-+/--/++,1/256,1,256
coordinated/fresh/k4,-1,-+/-+/-+/--,1/128,1,128
coordinated/fresh/k4,-1,-+/-+/-+/-+,1/64,1,64
coordinated/fresh/k4,-1,-+/-+/-+/+-,0,0,1
coordinated/fresh/k4,-1,-+/-+/-+/++,1/128,1,128
coordinated/fresh/k4,-1,-+/-+/+-/--,0,0,1
coordinated/fresh/k4,-1,-+/-+/+-/-+,0,0,1
coordinated/fresh/k4,-1,-+/-+/+-/+-,0,0,1
coordinated/fresh/k4,-1,-+/-+/+-/++,0,0,1
coordinated/fresh/k4,-1,-+/-+/++/--,1/256,1,256
coordinated/fresh/k4,-1,-+/-+/++/-+,1/128,1,128
coordinated/fresh/k4,-1,-+/-+/++/+-,0,0,1
coordinated/fresh/k4,-1,-+/-+/++/++,1/256,1,256
coordinated/fresh/k4,-1,-+/+-/--/--,0,0,1
coordinated/fresh/k4,-1,-+/+-/--/-+,0,0,1
coordinated/fresh/k4,-1,-+/+-/--/+-,0,0,1
coordinated/fresh/k4,-1,-+/+-/--/++,0,0,1
coordinated/fresh/k4,-1,-+/+-/-+/--,0,0,1
coordinated/fresh/k4,-1,-+/+-/-+/-+,0,0,1
coordinated/fresh/k4,-1,-+/+-/-+/+-,0,0,1
coordinated/fresh/k4,-1,-+/+-/-+/++,0,0,1
coordinated/fresh/k4,-1,-+/+-/+-/--,0,0,1
coordinated/fresh/k4,-1,-+/+-/+-/-+,0,0,1
coordinated/fresh/k4,-1,-+/+-/+-/+-,0,0,1
coordinated/fresh/k4,-1,-+/+-/+-/++,0,0,1
coordinated/fresh/k4,-1,-+/+-/++/--,0,0,1
coordinated/fresh/k4,-1,-+/+-/++/-+,0,0,1
coordinated/fresh/k4,-1,-+/+-/++/+-,0,0,1
coordinated/fresh/k4,-1,-+/+-/++/++,0,0,1
coordinated/fresh/k4,-1,-+/++/--/--,1/512,1,512
coordinated/fresh/k4,-1,-+/++/--/-+,1/256,1,256
coordinated/fresh/k4,-1,-+/++/--/+-,0,0,1
coordinated/fresh/k4,-1,-+/++/--/++,1/512,1,512
coordinated/fresh/k4,-1,-+/++/-+/--,1/256,1,256
coordinated/fresh/k4,-1,-+/++/-+/-+,1/128,1,128
coordinated/fresh/k4,-1,-+/++/-+/+-,0,0,1
coordinated/fresh/k4,-1,-+/++/-+/++,1/256,1,256
coordinated/fresh/k4,-1,-+/++/+-/--,0,0,1
coordinated/fresh/k4,-1,-+/++/+-/-+,0,0,1
coordinated/fresh/k4,-1,-+/++/+-/+-,0,0,1
coordinated/fresh/k4,-1,-+/++/+-/++,0,0,1
coordinated/fresh/k4,-1,-+/++/++/--,1/512,1,512
coordinated/fresh/k4,-1,-+/++/++/-+,1/256,1,256
coordinated/fresh/k4,-1,-+/++/++/+-,0,0,1
coordinated/fresh/k4,-1,-+/++/++/++,1/512,1,512
coordinated/fresh/k4,-1,+-/--/--/--,1/512,1,512
coordinated/fresh/k4,-1,+-/--/--/-+,0,0,1
coordinated/fresh/k4,-1,+-/--/--/+-,1/256,1,256
coordinated/fresh/k4,-1,+-/--/--/++,1/512,1,512
coordinated/fresh/k4,-1,+-/--/-+/--,0,0,1
coordinated/fresh/k4,-1,+-/--/-+/-+,0,0,1
coordinated/fresh/k4,-1,+-/--/-+/+-,0,0,1
coordinated/fresh/k4,-1,+-/--/-+/++,0,0,1
coordinated/fresh/k4,-1,+-/--/+-/--,1/256,1,256
coordinated/fresh/k4,-1,+-/--/+-/-+,0,0,1
coordinated/fresh/k4,-1,+-/--/+-/+-,1/128,1,128
coordinated/fresh/k4,-1,+-/--/+-/++,1/256,1,256
coordinated/fresh/k4,-1,+-/--/++/--,1/512,1,512
coordinated/fresh/k4,-1,+-/--/++/-+,0,0,1
coordinated/fresh/k4,-1,+-/--/++/+-,1/256,1,256
coordinated/fresh/k4,-1,+-/--/++/++,1/512,1,512
coordinated/fresh/k4,-1,+-/-+/--/--,0,0,1
coordinated/fresh/k4,-1,+-/-+/--/-+,0,0,1
coordinated/fresh/k4,-1,+-/-+/--/+-,0,0,1
coordinated/fresh/k4,-1,+-/-+/--/++,0,0,1
coordinated/fresh/k4,-1,+-/-+/-+/--,0,0,1
coordinated/fresh/k4,-1,+-/-+/-+/-+,0,0,1
coordinated/fresh/k4,-1,+-/-+/-+/+-,0,0,1
coordinated/fresh/k4,-1,+-/-+/-+/++,0,0,1
coordinated/fresh/k4,-1,+-/-+/+-/--,0,0,1
coordinated/fresh/k4,-1,+-/-+/+-/-+,0,0,1
coordinated/fresh/k4,-1,+-/-+/+-/+-,0,0,1
coordinated/fresh/k4,-1,+-/-+/+-/++,0,0,1
coordinated/fresh/k4,-1,+-/-+/++/--,0,0,1
coordinated/fresh/k4,-1,+-/-+/++/-+,0,0,1
coordinated/fresh/k4,-1,+-/-+/++/+-,0,0,1
coordinated/fresh/k4,-1,+-/-+/++/++,0,0,1
coordinated/fresh/k4,-1,+-/+-/--/--,1/256,1,256
coordinated/fresh/k4,-1,+-/+-/--/-+,0,0,1
coordinated/fresh/k4,-1,+-/+-/--/+-,1/128,1,128
coordinated/fresh/k4,-1,+-/+-/--/++,1/256,1,256
coordinated/fresh/k4,-1,+-/+-/-+/--,0,0,1
coordinated/fresh/k4,-1,+-/+-/-+/-+,0,0,1
coordinated/fresh/k4,-1,+-/+-/-+/+-,0,0,1
coordinated/fresh/k4,-1,+-/+-/-+/++,0,0,1
coordinated/fresh/k4,-1,+-/+-/+-/--,1/128,1,128
coordinated/fresh/k4,-1,+-/+-/+-/-+,0,0,1
coordinated/fresh/k4,-1,+-/+-/+-/+-,1/64,1,64
coordinated/fresh/k4,-1,+-/+-/+-/++,1/128,1,128
coordinated/fresh/k4,-1,+-/+-/++/--,1/256,1,256
coordinated/fresh/k4,-1,+-/+-/++/-+,0,0,1
coordinated/fresh/k4,-1,+-/+-/++/+-,1/128,1,128
coordinated/fresh/k4,-1,+-/+-/++/++,1/256,1,256
coordinated/fresh/k4,-1,+-/++/--/--,1/512,1,512
coordinated/fresh/k4,-1,+-/++/--/-+,0,0,1
coordinated/fresh/k4,-1,+-/++/--/+-,1/256,1,256
coordinated/fresh/k4,-1,+-/++/--/++,1/512,1,512
coordinated/fresh/k4,-1,+-/++/-+/--,0,0,1
coordinated/fresh/k4,-1,+-/++/-+/-+,0,0,1
coordinated/fresh/k4,-1,+-/++/-+/+-,0,0,1
coordinated/fresh/k4,-1,+-/++/-+/++,0,0,1
coordinated/fresh/k4,-1,+-/++/+-/--,1/256,1,256
coordinated/fresh/k4,-1,+-/++/+-/-+,0,0,1
coordinated/fresh/k4,-1,+-/++/+-/+-,1/128,1,128
coordinated/fresh/k4,-1,+-/++/+-/++,1/256,1,256
coordinated/fresh/k4,-1,+-/++/++/--,1/512,1,512
coordinated/fresh/k4,-1,+-/++/++/-+,0,0,1
coordinated/fresh/k4,-1,+-/++/++/+-,1/256,1,256
coordinated/fresh/k4,-1,+-/++/++/++,1/512,1,512
coordinated/fresh/k4,-1,++/--/--/--,1/512,1,512
coordinated/fresh/k4,-1,++/--/--/-+,1/512,1,512
coordinated/fresh/k4,-1,++/--/--/+-,1/512,1,512
coordinated/fresh/k4,-1,++/--/--/++,1/512,1,512
coordinated/fresh/k4,-1,++/--/-+/--,1/512,1,512
coordinated/fresh/k4,-1,++/--/-+/-+,1/256,1,256
coordinated/fresh/k4,-1,++/--/-+/+-,0,0,1
coordinated/fresh/k4,-1,++/--/-+/++,1/512,1,512
coordinated/fresh/k4,-1,++/--/+-/--,1/512,1,512
coordinated/fresh/k4,-1,++/--/+-/-+,0,0,1
coordinated/fresh/k4,-1,++/--/+-/+-,1/256,1,256
coordinated/fresh/k4,-1,++/--/+-/++,1/512,1,512
coordinated/fresh/k4,-1,++/--/++/--,1/512,1,512
coordinated/fresh/k4,-1,++/--/++/-+,1/512,1,512
coordinated/fresh/k4,-1,++/--/++/+-,1/512,1,512
coordinated/fresh/k4,-1,++/--/++/++,1/512,1,512
coordinated/fresh/k4,-1,++/-+/--/--,1/512,1,512
coordinated/fresh/k4,-1,++/-+/--/-+,1/256,1,256
coordinated/fresh/k4,-1,++/-+/--/+-,0,0,1
coordinated/fresh/k4,-1,++/-+/--/++,1/512,1,512
coordinated/fresh/k4,-1,++/-+/-+/--,1/256,1,256
coordinated/fresh/k4,-1,++/-+/-+/-+,1/128,1,128
coordinated/fresh/k4,-1,++/-+/-+/+-,0,0,1
coordinated/fresh/k4,-1,++/-+/-+/++,1/256,1,256
coordinated/fresh/k4,-1,++/-+/+-/--,0,0,1
coordinated/fresh/k4,-1,++/-+/+-/-+,0,0,1
coordinated/fresh/k4,-1,++/-+/+-/+-,0,0,1
coordinated/fresh/k4,-1,++/-+/+-/++,0,0,1
coordinated/fresh/k4,-1,++/-+/++/--,1/512,1,512
coordinated/fresh/k4,-1,++/-+/++/-+,1/256,1,256
coordinated/fresh/k4,-1,++/-+/++/+-,0,0,1
coordinated/fresh/k4,-1,++/-+/++/++,1/512,1,512
coordinated/fresh/k4,-1,++/+-/--/--,1/512,1,512
coordinated/fresh/k4,-1,++/+-/--/-+,0,0,1
coordinated/fresh/k4,-1,++/+-/--/+-,1/256,1,256
coordinated/fresh/k4,-1,++/+-/--/++,1/512,1,512
coordinated/fresh/k4,-1,++/+-/-+/--,0,0,1
coordinated/fresh/k4,-1,++/+-/-+/-+,0,0,1
coordinated/fresh/k4,-1,++/+-/-+/+-,0,0,1
coordinated/fresh/k4,-1,++/+-/-+/++,0,0,1
coordinated/fresh/k4,-1,++/+-/+-/--,1/256,1,256
coordinated/fresh/k4,-1,++/+-/+-/-+,0,0,1
coordinated/fresh/k4,-1,++/+-/+-/+-,1/128,1,128
coordinated/fresh/k4,-1,++/+-/+-/++,1/256,1,256
coordinated/fresh/k4,-1,++/+-/++/--,1/512,1,512
coordinated/fresh/k4,-1,++/+-/++/-+,0,0,1
coordinated/fresh/k4,-1,++/+-/++/+-,1/256,1,256
coordinated/fresh/k4,-1,++/+-/++/++,1/512,1,512
coordinated/fresh/k4,-1,++/++/--/--,1/512,1,512
coordinated/fresh/k4,-1,++/++/--/-+,1/512,1,512
coordinated/fresh/k4,-1,++/++/--/+-,1/512,1,512
coordinated/fresh/k4,-1,++/++/--/++,1/512,1,512
coordinated/fresh/k4,-1,++/++/-+/--,1/512,1,512
coordinated/fresh/k4,-1,++/++/-+/-+,1/256,1,256
coordinated/fresh/k4,-1,++/++/-+/+-,0,0,1
coordinated/fresh/k4,-1,++/++/-+/++,1/512,1,512
coordinated/fresh/k4,-1,++/++/+-/--,1/512,1,512
coordinated/fresh/k4,-1,++/++/+-/-+,0,0,1
coordinated/fresh/k4,-1,++/++/+-/+-,1/256,1,256
coordinated/fresh/k4,-1,++/++/+-/++,1/512,1,512
coordinated/fresh/k4,-1,++/++/++/--,1/512,1,512
coordinated/fresh/k4,-1,++/++/++/-+,1/512,1,512
coordinated/fresh/k4,-1,++/++/++/+-,1/512,1,512
coordinated/fresh/k4,-1,++/++/++/++,1/512,1,512
coordinated/fresh/k4,1,--/--/--/--,1/64,1,64
coordinated/fresh/k4,1,--/--/--/-+,1/128,1,128
coordinated/fresh/k4,1,--/--/--/+-,1/128,1,128
coordinated/fresh/k4,1,--/--/--/++,0,0,1
coordinated/fresh/k4,1,--/--/-+/--,1/128,1,128
coordinated/fresh/k4,1,--/--/-+/-+,1/256,1,256
coordinated/fresh/k4,1,--/--/-+/+-,1/256,1,256
coordinated/fresh/k4,1,--/--/-+/++,0,0,1
coordinated/fresh/k4,1,--/--/+-/--,1/128,1,128
coordinated/fresh/k4,1,--/--/+-/-+,1/256,1,256
coordinated/fresh/k4,1,--/--/+-/+-,1/256,1,256
coordinated/fresh/k4,1,--/--/+-/++,0,0,1
coordinated/fresh/k4,1,--/--/++/--,0,0,1
coordinated/fresh/k4,1,--/--/++/-+,0,0,1
coordinated/fresh/k4,1,--/--/++/+-,0,0,1
coordinated/fresh/k4,1,--/--/++/++,0,0,1
coordinated/fresh/k4,1,--/-+/--/--,1/128,1,128
coordinated/fresh/k4,1,--/-+/--/-+,1/256,1,256
coordinated/fresh/k4,1,--/-+/--/+-,1/256,1,256
coordinated/fresh/k4,1,--/-+/--/++,0,0,1
coordinated/fresh/k4,1,--/-+/-+/--,1/256,1,256
coordinated/fresh/k4,1,--/-+/-+/-+,1/512,1,512
coordinated/fresh/k4,1,--/-+/-+/+-,1/512,1,512
coordinated/fresh/k4,1,--/-+/-+/++,0,0,1
coordinated/fresh/k4,1,--/-+/+-/--,1/256,1,256
coordinated/fresh/k4,1,--/-+/+-/-+,1/512,1,512
coordinated/fresh/k4,1,--/-+/+-/+-,1/512,1,512
coordinated/fresh/k4,1,--/-+/+-/++,0,0,1
coordinated/fresh/k4,1,--/-+/++/--,0,0,1
coordinated/fresh/k4,1,--/-+/++/-+,0,0,1
coordinated/fresh/k4,1,--/-+/++/+-,0,0,1
coordinated/fresh/k4,1,--/-+/++/++,0,0,1
coordinated/fresh/k4,1,--/+-/--/--,1/128,1,128
coordinated/fresh/k4,1,--/+-/--/-+,1/256,1,256
coordinated/fresh/k4,1,--/+-/--/+-,1/256,1,256
coordinated/fresh/k4,1,--/+-/--/++,0,0,1
coordinated/fresh/k4,1,--/+-/-+/--,1/256,1,256
coordinated/fresh/k4,1,--/+-/-+/-+,1/512,1,512
coordinated/fresh/k4,1,--/+-/-+/+-,1/512,1,512
coordinated/fresh/k4,1,--/+-/-+/++,0,0,1
coordinated/fresh/k4,1,--/+-/+-/--,1/256,1,256
coordinated/fresh/k4,1,--/+-/+-/-+,1/512,1,512
coordinated/fresh/k4,1,--/+-/+-/+-,1/512,1,512
coordinated/fresh/k4,1,--/+-/+-/++,0,0,1
coordinated/fresh/k4,1,--/+-/++/--,0,0,1
coordinated/fresh/k4,1,--/+-/++/-+,0,0,1
coordinated/fresh/k4,1,--/+-/++/+-,0,0,1
coordinated/fresh/k4,1,--/+-/++/++,0,0,1
coordinated/fresh/k4,1,--/++/--/--,0,0,1
coordinated/fresh/k4,1,--/++/--/-+,0,0,1
coordinated/fresh/k4,1,--/++/--/+-,0,0,1
coordinated/fresh/k4,1,--/++/--/++,0,0,1
coordinated/fresh/k4,1,--/++/-+/--,0,0,1
coordinated/fresh/k4,1,--/++/-+/-+,0,0,1
coordinated/fresh/k4,1,--/++/-+/+-,0,0,1
coordinated/fresh/k4,1,--/++/-+/++,0,0,1
coordinated/fresh/k4,1,--/++/+-/--,0,0,1
coordinated/fresh/k4,1,--/++/+-/-+,0,0,1
coordinated/fresh/k4,1,--/++/+-/+-,0,0,1
coordinated/fresh/k4,1,--/++/+-/++,0,0,1
coordinated/fresh/k4,1,--/++/++/--,0,0,1
coordinated/fresh/k4,1,--/++/++/-+,0,0,1
coordinated/fresh/k4,1,--/++/++/+-,0,0,1
coordinated/fresh/k4,1,--/++/++/++,0,0,1
coordinated/fresh/k4,1,-+/--/--/--,1/128,1,128
coordinated/fresh/k4,1,-+/--/--/-+,1/256,1,256
coordinated/fresh/k4,1,-+/--/--/+-,1/256,1,256
coordinated/fresh/k4,1,-+/--/--/++,0,0,1
coordinated/fresh/k4,1,-+/--/-+/--,1/256,1,256
coordinated/fresh/k4,1,-+/--/-+/-+,1/512,1,512
coordinated/fresh/k4,1,-+/--/-+/+-,1/512,1,512
coordinated/fresh/k4,1,-+/--/-+/++,0,0,1
coordinated/fresh/k4,1,-+/--/+-/--,1/256,1,256
coordinated/fresh/k4,1,-+/--/+-/-+,1/512,1,512
coordinated/fresh/k4,1,-+/--/+-/+-,1/512,1,512
coordinated/fresh/k4,1,-+/--/+-/++,0,0,1
coordinated/fresh/k4,1,-+/--/++/--,0,0,1
coordinated/fresh/k4,1,-+/--/++/-+,0,0,1
coordinated/fresh/k4,1,-+/--/++/+-,0,0,1
coordinated/fresh/k4,1,-+/--/++/++,0,0,1
coordinated/fresh/k4,1,-+/-+/--/--,1/256,1,256
coordinated/fresh/k4,1,-+/-+/--/-+,1/512,1,512
coordinated/fresh/k4,1,-+/-+/--/+-,1/512,1,512
coordinated/fresh/k4,1,-+/-+/--/++,0,0,1
coordinated/fresh/k4,1,-+/-+/-+/--,1/512,1,512
coordinated/fresh/k4,1,-+/-+/-+/-+,1/512,1,512
coordinated/fresh/k4,1,-+/-+/-+/+-,1/512,1,512
coordinated/fresh/k4,1,-+/-+/-+/++,1/512,1,512
coordinated/fresh/k4,1,-+/-+/+-/--,1/512,1,512
coordinated/fresh/k4,1,-+/-+/+-/-+,1/512,1,512
coordinated/fresh/k4,1,-+/-+/+-/+-,1/512,1,512
coordinated/fresh/k4,1,-+/-+/+-/++,1/512,1,512
coordinated/fresh/k4,1,-+/-+/++/--,0,0,1
coordinated/fresh/k4,1,-+/-+/++/-+,1/512,1,512
coordinated/fresh/k4,1,-+/-+/++/+-,1/512,1,512
coordinated/fresh/k4,1,-+/-+/++/++,1/256,1,256
coordinated/fresh/k4,1,-+/+-/--/--,1/256,1,256
coordinated/fresh/k4,1,-+/+-/--/-+,1/512,1,512
coordinated/fresh/k4,1,-+/+-/--/+-,1/512,1,512
coordinated/fresh/k4,1,-+/+-/--/++,0,0,1
coordinated/fresh/k4,1,-+/+-/-+/--,1/512,1,512
coordinated/fresh/k4,1,-+/+-/-+/-+,1/512,1,512
coordinated/fresh/k4,1,-+/+-/-+/+-,1/512,1,512
coordinated/fresh/k4,1,-+/+-/-+/++,1/512,1,512
coordinated/fresh/k4,1,-+/+-/+-/--,1/512,1,512
coordinated/fresh/k4,1,-+/+-/+-/-+,1/512,1,512
coordinated/fresh/k4,1,-+/+-/+-/+-,1/512,1,512
coordinated/fresh/k4,1,-+/+-/+-/++,1/512,1,512
coordinated/fresh/k4,1,-+/+-/++/--,0,0,1
coordinated/fresh/k4,1,-+/+-/++/-+,1/512,1,512
coordinated/fresh/k4,1,-+/+-/++/+-,1/512,1,512
coordinated/fresh/k4,1,-+/+-/++/++,1/256,1,256
coordinated/fresh/k4,1,-+/++/--/--,0,0,1
coordinated/fresh/k4,1,-+/++/--/-+,0,0,1
coordinated/fresh/k4,1,-+/++/--/+-,0,0,1
coordinated/fresh/k4,1,-+/++/--/++,0,0,1
coordinated/fresh/k4,1,-+/++/-+/--,0,0,1
coordinated/fresh/k4,1,-+/++/-+/-+,1/512,1,512
coordinated/fresh/k4,1,-+/++/-+/+-,1/512,1,512
coordinated/fresh/k4,1,-+/++/-+/++,1/256,1,256
coordinated/fresh/k4,1,-+/++/+-/--,0,0,1
coordinated/fresh/k4,1,-+/++/+-/-+,1/512,1,512
coordinated/fresh/k4,1,-+/++/+-/+-,1/512,1,512
coordinated/fresh/k4,1,-+/++/+-/++,1/256,1,256
coordinated/fresh/k4,1,-+/++/++/--,0,0,1
coordinated/fresh/k4,1,-+/++/++/-+,1/256,1,256
coordinated/fresh/k4,1,-+/++/++/+-,1/256,1,256
coordinated/fresh/k4,1,-+/++/++/++,1/128,1,128
coordinated/fresh/k4,1,+-/--/--/--,1/128,1,128
coordinated/fresh/k4,1,+-/--/--/-+,1/256,1,256
coordinated/fresh/k4,1,+-/--/--/+-,1/256,1,256
coordinated/fresh/k4,1,+-/--/--/++,0,0,1
coordinated/fresh/k4,1,+-/--/-+/--,1/256,1,256
coordinated/fresh/k4,1,+-/--/-+/-+,1/512,1,512
coordinated/fresh/k4,1,+-/--/-+/+-,1/512,1,512
coordinated/fresh/k4,1,+-/--/-+/++,0,0,1
coordinated/fresh/k4,1,+-/--/+-/--,1/256,1,256
coordinated/fresh/k4,1,+-/--/+-/-+,1/512,1,512
coordinated/fresh/k4,1,+-/--/+-/+-,1/512,1,512
coordinated/fresh/k4,1,+-/--/+-/++,0,0,1
coordinated/fresh/k4,1,+-/--/++/--,0,0,1
coordinated/fresh/k4,1,+-/--/++/-+,0,0,1
coordinated/fresh/k4,1,+-/--/++/+-,0,0,1
coordinated/fresh/k4,1,+-/--/++/++,0,0,1
coordinated/fresh/k4,1,+-/-+/--/--,1/256,1,256
coordinated/fresh/k4,1,+-/-+/--/-+,1/512,1,512
coordinated/fresh/k4,1,+-/-+/--/+-,1/512,1,512
coordinated/fresh/k4,1,+-/-+/--/++,0,0,1
coordinated/fresh/k4,1,+-/-+/-+/--,1/512,1,512
coordinated/fresh/k4,1,+-/-+/-+/-+,1/512,1,512
coordinated/fresh/k4,1,+-/-+/-+/+-,1/512,1,512
coordinated/fresh/k4,1,+-/-+/-+/++,1/512,1,512
coordinated/fresh/k4,1,+-/-+/+-/--,1/512,1,512
coordinated/fresh/k4,1,+-/-+/+-/-+,1/512,1,512
coordinated/fresh/k4,1,+-/-+/+-/+-,1/512,1,512
coordinated/fresh/k4,1,+-/-+/+-/++,1/512,1,512
coordinated/fresh/k4,1,+-/-+/++/--,0,0,1
coordinated/fresh/k4,1,+-/-+/++/-+,1/512,1,512
coordinated/fresh/k4,1,+-/-+/++/+-,1/512,1,512
coordinated/fresh/k4,1,+-/-+/++/++,1/256,1,256
coordinated/fresh/k4,1,+-/+-/--/--,1/256,1,256
coordinated/fresh/k4,1,+-/+-/--/-+,1/512,1,512
coordinated/fresh/k4,1,+-/+-/--/+-,1/512,1,512
coordinated/fresh/k4,1,+-/+-/--/++,0,0,1
coordinated/fresh/k4,1,+-/+-/-+/--,1/512,1,512
coordinated/fresh/k4,1,+-/+-/-+/-+,1/512,1,512
coordinated/fresh/k4,1,+-/+-/-+/+-,1/512,1,512
coordinated/fresh/k4,1,+-/+-/-+/++,1/512,1,512
coordinated/fresh/k4,1,+-/+-/+-/--,1/512,1,512
coordinated/fresh/k4,1,+-/+-/+-/-+,1/512,1,512
coordinated/fresh/k4,1,+-/+-/+-/+-,1/512,1,512
coordinated/fresh/k4,1,+-/+-/+-/++,1/512,1,512
coordinated/fresh/k4,1,+-/+-/++/--,0,0,1
coordinated/fresh/k4,1,+-/+-/++/-+,1/512,1,512
coordinated/fresh/k4,1,+-/+-/++/+-,1/512,1,512
coordinated/fresh/k4,1,+-/+-/++/++,1/256,1,256
coordinated/fresh/k4,1,+-/++/--/--,0,0,1
coordinated/fresh/k4,1,+-/++/--/-+,0,0,1
coordinated/fresh/k4,1,+-/++/--/+-,0,0,1
coordinated/fresh/k4,1,+-/++/--/++,0,0,1
coordinated/fresh/k4,1,+-/++/-+/--,0,0,1
coordinated/fresh/k4,1,+-/++/-+/-+,1/512,1,512
coordinated/fresh/k4,1,+-/++/-+/+-,1/512,1,512
coordinated/fresh/k4,1,+-/++/-+/++,1/256,1,256
coordinated/fresh/k4,1,+-/++/+-/--,0,0,1
coordinated/fresh/k4,1,+-/++/+-/-+,1/512,1,512
coordinated/fresh/k4,1,+-/++/+-/+-,1/512,1,512
coordinated/fresh/k4,1,+-/++/+-/++,1/256,1,256
coordinated/fresh/k4,1,+-/++/++/--,0,0,1
coordinated/fresh/k4,1,+-/++/++/-+,1/256,1,256
coordinated/fresh/k4,1,+-/++/++/+-,1/256,1,256
coordinated/fresh/k4,1,+-/++/++/++,1/128,1,128
coordinated/fresh/k4,1,++/--/--/--,0,0,1
coordinated/fresh/k4,1,++/--/--/-+,0,0,1
coordinated/fresh/k4,1,++/--/--/+-,0,0,1
coordinated/fresh/k4,1,++/--/--/++,0,0,1
coordinated/fresh/k4,1,++/--/-+/--,0,0,1
coordinated/fresh/k4,1,++/--/-+/-+,0,0,1
coordinated/fresh/k4,1,++/--/-+/+-,0,0,1
coordinated/fresh/k4,1,++/--/-+/++,0,0,1
coordinated/fresh/k4,1,++/--/+-/--,0,0,1
coordinated/fresh/k4,1,++/--/+-/-+,0,0,1
coordinated/fresh/k4,1,++/--/+-/+-,0,0,1
coordinated/fresh/k4,1,++/--/+-/++,0,0,1
coordinated/fresh/k4,1,++/--/++/--,0,0,1
coordinated/fresh/k4,1,++/--/++/-+,0,0,1
coordinated/fresh/k4,1,++/--/++/+-,0,0,1
coordinated/fresh/k4,1,++/--/++/++,0,0,1
coordinated/fresh/k4,1,++/-+/--/--,0,0,1
coordinated/fresh/k4,1,++/-+/--/-+,0,0,1
coordinated/fresh/k4,1,++/-+/--/+-,0,0,1
coordinated/fresh/k4,1,++/-+/--/++,0,0,1
coordinated/fresh/k4,1,++/-+/-+/--,0,0,1
coordinated/fresh/k4,1,++/-+/-+/-+,1/512,1,512
coordinated/fresh/k4,1,++/-+/-+/+-,1/512,1,512
coordinated/fresh/k4,1,++/-+/-+/++,1/256,1,256
coordinated/fresh/k4,1,++/-+/+-/--,0,0,1
coordinated/fresh/k4,1,++/-+/+-/-+,1/512,1,512
coordinated/fresh/k4,1,++/-+/+-/+-,1/512,1,512
coordinated/fresh/k4,1,++/-+/+-/++,1/256,1,256
coordinated/fresh/k4,1,++/-+/++/--,0,0,1
coordinated/fresh/k4,1,++/-+/++/-+,1/256,1,256
coordinated/fresh/k4,1,++/-+/++/+-,1/256,1,256
coordinated/fresh/k4,1,++/-+/++/++,1/128,1,128
coordinated/fresh/k4,1,++/+-/--/--,0,0,1
coordinated/fresh/k4,1,++/+-/--/-+,0,0,1
coordinated/fresh/k4,1,++/+-/--/+-,0,0,1
coordinated/fresh/k4,1,++/+-/--/++,0,0,1
coordinated/fresh/k4,1,++/+-/-+/--,0,0,1
coordinated/fresh/k4,1,++/+-/-+/-+,1/512,1,512
coordinated/fresh/k4,1,++/+-/-+/+-,1/512,1,512
coordinated/fresh/k4,1,++/+-/-+/++,1/256,1,256
coordinated/fresh/k4,1,++/+-/+-/--,0,0,1
coordinated/fresh/k4,1,++/+-/+-/-+,1/512,1,512
coordinated/fresh/k4,1,++/+-/+-/+-,1/512,1,512
coordinated/fresh/k4,1,++/+-/+-/++,1/256,1,256
coordinated/fresh/k4,1,++/+-/++/--,0,0,1
coordinated/fresh/k4,1,++/+-/++/-+,1/256,1,256
coordinated/fresh/k4,1,++/+-/++/+-,1/256,1,256
coordinated/fresh/k4,1,++/+-/++/++,1/128,1,128
coordinated/fresh/k4,1,++/++/--/--,0,0,1
coordinated/fresh/k4,1,++/++/--/-+,0,0,1
coordinated/fresh/k4,1,++/++/--/+-,0,0,1
coordinated/fresh/k4,1,++/++/--/++,0,0,1
coordinated/fresh/k4,1,++/++/-+/--,0,0,1
coordinated/fresh/k4,1,++/++/-+/-+,1/256,1,256
coordinated/fresh/k4,1,++/++/-+/+-,1/256,1,256
coordinated/fresh/k4,1,++/++/-+/++,1/128,1,128
coordinated/fresh/k4,1,++/++/+-/--,0,0,1
coordinated/fresh/k4,1,++/++/+-/-+,1/256,1,256
coordinated/fresh/k4,1,++/++/+-/+-,1/256,1,256
coordinated/fresh/k4,1,++/++/+-/++,1/128,1,128
coordinated/fresh/k4,1,++/++/++/--,0,0,1
coordinated/fresh/k4,1,++/++/++/-+,1/128,1,128
coordinated/fresh/k4,1,++/++/++/+-,1/128,1,128
coordinated/fresh/k4,1,++/++/++/++,1/64,1,64
coordinated/cached/k1,-1,--,1/8,1,8
coordinated/cached/k1,-1,-+,1/8,1,8
coordinated/cached/k1,-1,+-,1/8,1,8
coordinated/cached/k1,-1,++,1/8,1,8
coordinated/cached/k1,1,--,1/8,1,8
coordinated/cached/k1,1,-+,1/8,1,8
coordinated/cached/k1,1,+-,1/8,1,8
coordinated/cached/k1,1,++,1/8,1,8
coordinated/cached/k2,-1,--/--,1/8,1,8
coordinated/cached/k2,-1,--/-+,0,0,1
coordinated/cached/k2,-1,--/+-,0,0,1
coordinated/cached/k2,-1,--/++,0,0,1
coordinated/cached/k2,-1,-+/--,0,0,1
coordinated/cached/k2,-1,-+/-+,1/8,1,8
coordinated/cached/k2,-1,-+/+-,0,0,1
coordinated/cached/k2,-1,-+/++,0,0,1
