seed,release,target,split,audit_budget,independent_loss,independent_candidate,independent_epoch,pooled_loss,pooled_candidate,pooled_epoch,catchup_loss,catchup_candidate,catchup_epoch,saved_loss,saved_candidate,saved_epoch
0,S_K_C,SEX,validation_person_weighted,120,0.6631781700354,mlp_1,45,0.6557115834312154,catchup,5,0.6557115834312154,catchup,5,0.6648885270201674,saved_adversary,0
0,S_K_C,SEX,validation_person_weighted,360,0.6631781700354,mlp_1,45,0.6557115834312154,catchup,5,0.6557115834312154,catchup,5,0.6648885270201674,saved_adversary,0
0,S_K_C,SEX,development_evaluation_person_weighted,120,0.6752854353163845,mlp_1,45,0.6825143179841616,catchup,5,0.6825143179841616,catchup,5,0.6883304893611931,saved_adversary,0
0,S_K_C,SEX,development_evaluation_person_weighted,360,0.6752854353163845,mlp_1,45,0.6825143179841616,catchup,5,0.6825143179841616,catchup,5,0.6883304893611931,saved_adversary,0
0,S_K_C,RAC1P,validation,120,1.232104940937748,mlp_0,30,1.2154028263122152,catchup,5,1.2154028263122152,catchup,5,1.2235913635353106,saved_adversary,0
0,S_K_C,RAC1P,validation,360,1.232104940937748,mlp_0,30,1.2154028263122152,catchup,5,1.2154028263122152,catchup,5,1.2235913635353106,saved_adversary,0
0,S_K_C,RAC1P,development_evaluation,120,1.2217175138816956,mlp_0,30,1.2161448252546563,catchup,5,1.2161448252546563,catchup,5,1.2284512440728395,saved_adversary,0
0,S_K_C,RAC1P,development_evaluation,360,1.2217175138816956,mlp_0,30,1.2161448252546563,catchup,5,1.2161448252546563,catchup,5,1.2284512440728395,saved_adversary,0
0,S_K_C,RAC1P,validation_person_weighted,120,1.244158612320546,mlp_0,30,1.2308288649562382,catchup,5,1.2308288649562382,catchup,5,1.2481521160048241,saved_adversary,0
0,S_K_C,RAC1P,validation_person_weighted,360,1.244158612320546,mlp_0,30,1.2308288649562382,catchup,5,1.2308288649562382,catchup,5,1.2481521160048241,saved_adversary,0
0,S_K_C,RAC1P,development_evaluation_person_weighted,120,1.204818490725381,mlp_0,30,1.2003200717680733,catchup,5,1.2003200717680733,catchup,5,1.213349629703449,saved_adversary,0
0,S_K_C,RAC1P,development_evaluation_person_weighted,360,1.204818490725381,mlp_0,30,1.2003200717680733,catchup,5,1.2003200717680733,catchup,5,1.213349629703449,saved_adversary,0
0,S_K_D,SEX,validation,120,0.6634022465051647,mlp_0,30,0.6554104260438783,catchup,5,0.6554104260438783,catchup,5,0.6677689169005213,saved_adversary,0
0,S_K_D,SEX,validation,360,0.6634022465051647,mlp_0,30,0.6554104260438783,catchup,5,0.6554104260438783,catchup,5,0.6677689169005213,saved_adversary,0
0,S_K_D,SEX,development_evaluation,120,0.6769313379276406,mlp_0,30,0.6741072523016436,catchup,5,0.6741072523016436,catchup,5,0.6839942705817977,saved_adversary,0
0,S_K_D,SEX,development_evaluation,360,0.6769313379276406,mlp_0,30,0.6741072523016436,catchup,5,0.6741072523016436,catchup,5,0.6839942705817977,saved_adversary,0
0,S_K_D,SEX,validation_person_weighted,120,0.6607168927941094,mlp_0,30,0.6527007477612543,catchup,5,0.6527007477612543,catchup,5,0.6621773489303411,saved_adversary,0
0,S_K_D,SEX,validation_person_weighted,360,0.6607168927941094,mlp_0,30,0.6527007477612543,catchup,5,0.6527007477612543,catchup,5,0.6621773489303411,saved_adversary,0
0,S_K_D,SEX,development_evaluation_person_weighted,120,0.6771927703573098,mlp_0,30,0.6782667343443992,catchup,5,0.6782667343443992,catchup,5,0.6866572695706549,saved_adversary,0
0,S_K_D,SEX,development_evaluation_person_weighted,360,0.6771927703573098,mlp_0,30,0.6782667343443992,catchup,5,0.6782667343443992,catchup,5,0.6866572695706549,saved_adversary,0
