seed,role,release,target,candidate_id,family,selected,independent_selected,selected_within_family,auc_selected,audit_budget,reused_reference,diagnostic_only,fit_rows,fit_support,fit_coverage_complete,epoch,optimizer_steps,validation_log_loss,checkpoint_selected,evidence_audit_budget,origin_metrics,origin_release,validation_auroc,validation_coverage_complete
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,0,0,0.6436852527703537,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,5,40,0.5280275056059178,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,10,80,0.5062070342603432,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,15,120,0.5013468276690515,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,20,160,0.5005084069828705,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,25,200,0.4988190673552359,True,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,30,240,0.49972798211721636,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,35,280,0.4996236826335088,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_C,public_coverage,mlp,mlp,False,False,True,False,,False,False,2048,"[1531,517]",True,40,320,0.4995637413707836,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,C,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,0,0,0.6236557103202557,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,5,40,0.5415429904993826,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
0,transfer,E_F_D,same_residence,mlp,mlp,True,True,True,True,,False,False,2048,"[500,1548]",True,10,80,0.5263489565801454,False,,results/redesign_20260908_acs_restricted_inputs_v1/E_F/seed_0/metrics.json,D,,
