unit,seed,release,split,target,mean_mse,per_coordinate_mse
static,0,S_direct,development_evaluation,R,0.567110615526002,"[0.23641223188976412,0.24716215806941846,0.9218998202349359,0.18098757380983155,0.6942501454937415,0.8818803081454698,0.6577306836759278,0.6993134871021814,0.3355315095344356,0.6413683699252561,0.5294219372942502,0.6924327662359325,0.46852293541563245,0.4645512579376427,0.8031813084194419,0.6191233552321684]"
static,0,S_direct,development_evaluation,E,0.5496797868389671,"[0.6856856335148427,0.5484346103113183,0.3507482104035877,0.8939022060420778,0.6128090393520981,0.5754103808440929,0.5537527841610951,0.525946820729017,0.5296531248431656,0.3390005922288187,0.538718271533416,0.6113662421909223,0.4215405831202676,0.6046395694091496,0.4642862468700889,0.5389822738695157]"
static,0,S_direct,development_evaluation,S,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
static,1,E_direct,fit,R,0.5624999828595068,"[0.7407364838902228,0.6034481762414167,0.724802274281593,0.7673558987479764,0.6350864369733462,0.45704870328984626,0.6010096019181653,0.7641405798104138,0.5624190214265249,0.4009098071561857,0.36494841101019376,0.483843423423134,0.35649335973539736,0.5830592092418041,0.6333772434423148,0.3213210951635713]"
static,1,E_direct,fit,E,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
static,1,E_direct,fit,S,0.6214129513574658,"[0.5598899366248821,0.5137228162281393,0.5947447480451344,0.4362448759376627,0.8576015744607852,0.7255767025534514,0.44934505843461664,0.5608094927016221,0.5721374604374019,0.5758015331450181,0.594699381724331,0.7577963530223297,0.7535290578824718,0.7396647579458747,0.5681770476759941,0.6828664248997369]"
static,1,E_direct,source_validation,R,0.5589709570141668,"[0.7256918047895995,0.5559127531690006,0.7408677537818593,0.7395575217742427,0.6502590072735347,0.45594712990013314,0.6173912305617723,0.8257530970835651,0.5492645364572014,0.3896384610201982,0.36814430059081954,0.4750860814271967,0.34358259367591176,0.5862384812173536,0.5902547669066056,0.3299457925976739]"
static,1,E_direct,source_validation,E,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
static,1,E_direct,source_validation,S,0.6162449343608591,"[0.5523408413367868,0.5222708253529327,0.5821067710606338,0.4376750188456709,0.8343083915421252,0.7325036332077258,0.45053947125337646,0.549586803749899,0.5495141260148557,0.5606157474950383,0.59213609820178,0.7449036160094993,0.7284804890998985,0.7829257715099749,0.5447391157644447,0.6952722293291036]"
static,1,E_direct,development_evaluation,R,0.5547124960166155,"[0.722134119484033,0.5770964385604728,0.7340437320215992,0.7965288415157146,0.5887295962670038,0.4561018662945058,0.6169576569828293,0.7697778951869354,0.5268636943892117,0.38603384123683365,0.3688456290302429,0.4759141101860558,0.343080589516279,0.5911719969973819,0.6134494371302935,0.3086704914664565]"
