seed,release,target,candidate,new_fitting,selected_epoch,last_epoch,last_minus_best_validation_loss
1,S_rho0p1_C,RAC1P,catchup,True,5,360,0.18197957794309616
1,S_rho0p1_D,SEX,mlp_0,True,20,360,0.21756676433549083
1,S_rho0p1_D,SEX,mlp_1,True,20,360,0.1979964046239966
1,S_rho0p1_D,SEX,catchup,True,5,360,0.17747221861427798
1,S_rho0p1_D,RAC1P,mlp_0,True,40,360,0.21347514973562087
1,S_rho0p1_D,RAC1P,mlp_1,True,40,360,0.24299622172626667
1,S_rho0p1_D,RAC1P,catchup,True,5,360,0.1751830143793356
2,S_rho0p1_C,SEX,mlp_0,True,20,360,0.20460830390078832
2,S_rho0p1_C,SEX,mlp_1,True,30,360,0.14804155105354022
2,S_rho0p1_C,SEX,catchup,True,20,360,0.18921016302665183
2,S_rho0p1_C,RAC1P,mlp_0,True,40,360,0.22532760722417433
2,S_rho0p1_C,RAC1P,mlp_1,True,50,360,0.23749630496023078
2,S_rho0p1_C,RAC1P,catchup,True,5,360,0.18193046696381576
2,S_rho0p1_D,SEX,mlp_0,True,20,360,0.21506489610934376
2,S_rho0p1_D,SEX,mlp_1,True,20,360,0.17743477034823707
2,S_rho0p1_D,SEX,catchup,True,20,360,0.17403710706892828
2,S_rho0p1_D,RAC1P,mlp_0,True,35,360,0.2727099005159852
2,S_rho0p1_D,RAC1P,mlp_1,True,35,360,0.2075146416630913
2,S_rho0p1_D,RAC1P,catchup,True,5,360,0.1956825650625047
0,S_rho0_C,SEX,mlp_0,True,35,360,0.13628153109908792
0,S_rho0_C,SEX,mlp_1,True,45,360,0.12410829714199323
0,S_rho0_C,SEX,catchup,True,15,360,0.1442427150266713
0,S_rho0_C,RAC1P,mlp_0,True,35,360,0.1657267385203265
0,S_rho0_C,RAC1P,mlp_1,True,40,360,0.19362990557654514
0,S_rho0_C,RAC1P,catchup,True,5,360,0.15160254867479983
0,S_rho0_D,SEX,mlp_0,True,30,360,0.12785081389101582
0,S_rho0_D,SEX,mlp_1,True,35,360,0.13182671287482906
0,S_rho0_D,SEX,catchup,True,15,360,0.13486048627484926
0,S_rho0_D,RAC1P,mlp_0,True,45,360,0.17955607819664587
0,S_rho0_D,RAC1P,mlp_1,True,40,360,0.18210281847128296
0,S_rho0_D,RAC1P,catchup,True,5,360,0.15278072927544728
1,S_rho0_C,SEX,mlp_0,True,20,360,0.15631247788657265
1,S_rho0_C,SEX,mlp_1,True,20,360,0.19689263053198192
1,S_rho0_C,SEX,catchup,True,5,360,0.1795013327543571
1,S_rho0_C,RAC1P,mlp_0,True,40,360,0.183911362096302
1,S_rho0_C,RAC1P,mlp_1,True,35,360,0.18463571822668223
1,S_rho0_C,RAC1P,catchup,True,5,360,0.14329438284588703
1,S_rho0_D,SEX,mlp_0,True,20,360,0.16849145213463212
1,S_rho0_D,SEX,mlp_1,True,20,360,0.22366427691740576
1,S_rho0_D,SEX,catchup,True,5,360,0.16062185072192592
1,S_rho0_D,RAC1P,mlp_0,True,40,360,0.1690048372111732
1,S_rho0_D,RAC1P,mlp_1,True,35,360,0.19592789335108085
1,S_rho0_D,RAC1P,catchup,True,5,360,0.1688019159844436
2,S_rho0_C,SEX,mlp_0,True,20,360,0.20604884811269242
2,S_rho0_C,SEX,mlp_1,True,25,360,0.1379729041847133
2,S_rho0_C,SEX,catchup,True,20,360,0.17518694307315674
2,S_rho0_C,RAC1P,mlp_0,True,35,360,0.23397030562473908
2,S_rho0_C,RAC1P,mlp_1,True,25,360,0.19089405694811146
2,S_rho0_C,RAC1P,catchup,True,5,360,0.13184208121829455
2,S_rho0_D,SEX,mlp_0,True,20,360,0.18632293584822435
2,S_rho0_D,SEX,mlp_1,True,25,360,0.1565261006857449
2,S_rho0_D,SEX,catchup,True,10,360,0.1653212773749917
2,S_rho0_D,RAC1P,mlp_0,True,35,360,0.20467110852643078
2,S_rho0_D,RAC1P,mlp_1,True,25,360,0.20014676273770804
2,S_rho0_D,RAC1P,catchup,True,5,360,0.14805319434986952
