family,left,right,endpoint,weight,estimate,seed_0,seed_1,seed_2,se,unadjusted_low,unadjusted_high,one_sided_upper_95_percentile,degenerate,adjusted_low,adjusted_high,critical_value,one_sided_critical_value,one_sided_upper_95_simultaneous
F4_frozen_transfer,J,L025,recovery/A/SEX,person_weighted,-0.004908619145026265,-0.009402192258236962,0.0,-0.005323665176841832,0.0011485142793523923,-0.0072239880759965465,-0.0026622993353943476,-0.0030360514538686845,False,-0.008590375274191533,-0.001226863015860996,3.205668571435856,3.007323882475076,-0.0014546647233661609
F4_frozen_transfer,J,L025,recovery/AB/SEX,unweighted,-0.004702212332584069,-0.010859771634050124,0.0,-0.0032468653637020804,0.0007910205754822095,-0.006264259463316999,-0.003186822186316799,-0.003446823151992607,False,-0.007237962130766493,-0.0021664625344016445,3.205668571435856,3.007323882475076,-0.0023233572644072407
F4_frozen_transfer,J,L025,recovery/AB/SEX,person_weighted,-0.003792957208253015,-0.0075388950819321125,0.0,-0.003839976542826932,0.000945353828261315,-0.005631684394952298,-0.002015705614081343,-0.0022469892383310585,False,-0.006823448264396883,-0.0007624661521091472,3.205668571435856,3.007323882475076,-0.0009499720631335204
F4_frozen_transfer,J,L025,recovery/A/RAC1P,unweighted,-0.0013961135981659482,-0.004423748418353298,-0.0016427148957270273,0.0018781225195824806,0.0011123632983525966,-0.0035214697578095297,0.000850552088146538,0.0004795165532801086,False,-0.004961981663713592,0.0021697544673816953,3.205668571435856,3.007323882475076,0.0019491231149585623
F4_frozen_transfer,J,L025,recovery/A/RAC1P,person_weighted,-5.017033521120817e-05,-0.0020342457802279,-0.001193253550417387,0.0030769883250116627,0.001267057821602293,-0.0024227116438456523,0.0024661843477309046,0.0020426576975058697,False,-0.004111937772113659,0.004011597101691243,3.205668571435856,3.007323882475076,0.0037602829121702124
F4_frozen_transfer,J,L025,recovery/AB/RAC1P,unweighted,-0.0030558370483534476,0.0,-0.003572089802114875,-0.005595421342945467,0.0010197583466515989,-0.005171108909056341,-0.0011604008061935139,-0.001433517675888241,False,-0.006324844330673868,0.00021317023396697334,3.205668571435856,3.007323882475076,1.0906581885202545e-05
F4_frozen_transfer,J,L025,recovery/AB/RAC1P,person_weighted,-0.004104715078145883,0.0,-0.007208107283068248,-0.005106037951369401,0.0011891714240352758,-0.006491622804635792,-0.001834003429984505,-0.0021993423431011377,False,-0.007916804538225394,-0.00029262561806637144,3.205668571435856,3.007323882475076,-0.0005284914542876967
F4_frozen_transfer,J,L20,utility/same_residence,unweighted,-0.0012679764198652392,0.004167901089462633,-0.009190211260761028,0.0012183809117026767,0.0008558706709354944,-0.002922409591743654,0.0004297533267031745,0.00016630261645581934,False,-0.0040116141308968725,0.0014756612911663938,3.205668571435856,3.007323882475076,0.001305903889149039
F4_frozen_transfer,J,L20,utility/same_residence,person_weighted,-0.0010445369120533994,0.004061972158283855,-0.009011898758540526,0.0018163158640964738,0.001076858344207685,-0.0030886128199403063,0.0010081039311399878,0.0007108934579697817,False,-0.004496587861968427,0.0024075140378616287,3.205668571435856,3.007323882475076,0.002193924904524935
F4_frozen_transfer,J,L20,recovery/A/SEX,unweighted,0.004567230460588802,-0.0020154585675206684,0.018456892135658494,-0.002739742186371419,0.002152822938502783,0.0005337925052611095,0.009216302619016018,0.00830605844939063,False,-0.002334006373235758,0.011468467294413361,3.205668571435856,3.007323882475076,0.011041466298288394
F4_frozen_transfer,J,L20,recovery/A/SEX,person_weighted,0.001604001761651133,-0.0027772410392705752,0.014122711468999696,-0.006533465144775721,0.0021375864315002165,-0.002199252391688868,0.005891698033333333,0.005314002466180884,False,-0.005248391880536838,0.008456395403839103,3.205668571435856,3.007323882475076,0.008032416487956408
F4_frozen_transfer,J,L20,recovery/AB/SEX,unweighted,-0.006388271690136159,-0.0021986077339801284,-0.005754611114061125,-0.011211596222367224,0.0012040751751698476,-0.008739679511552396,-0.00396823898276064,-0.004396252656113694,False,-0.010248137636824266,-0.0025284057434480527,3.205668571435856,3.007323882475076,-0.0027672276595525134
F4_frozen_transfer,J,L20,recovery/AB/SEX,person_weighted,-0.005621293152334405,-0.000528828416386776,-0.005154338947087073,-0.011180712093529364,0.0014705048652412405,-0.008490441527121334,-0.002702812468596568,-0.0031257378899432553,False,-0.010335244382981772,-0.0009073419216870373,3.205668571435856,3.007323882475076,-0.0011990087517986248
F4_frozen_transfer,J,L20,recovery/A/RAC1P,unweighted,0.004274896324652056,0.002647299284348991,0.0076752248765444425,0.0025021648130627364,0.0011923748168372046,0.002021525093518453,0.006665030815035728,0.0063485165802357035,False,0.00045253784894544674,0.008097254800358666,3.205668571435856,3.007323882475076,0.007860753588188423
F4_frozen_transfer,J,L20,recovery/A/RAC1P,person_weighted,0.006656087769485285,0.008046250104444288,0.007114747203750646,0.004807266000260921,0.0014401466457806627,0.0038957748738415996,0.009588898533996006,0.009085258971518436,False,0.0020394549288474473,0.011272720610123122,3.205668571435856,3.007323882475076,0.010987075171607848
F4_frozen_transfer,J,L20,recovery/AB/RAC1P,unweighted,-0.006460309671032091,-0.011097349577109075,-0.001971309945859187,-0.00631226949012801,0.001360052973701897,-0.009096154294705406,-0.0038542824094782574,-0.004240318455328641,False,-0.010820188744316138,-0.002100430597748045,3.205668571435856,3.007323882475076,-0.002370189881787132
F4_frozen_transfer,J,L20,recovery/AB/RAC1P,person_weighted,-0.005997004374509428,-0.010022566790428178,-0.002486284855158727,-0.00548216147794138,0.0015677468650487063,-0.00904030024317681,-0.002934977336740619,-0.0034550834640522813,False,-0.011022681227763152,-0.0009713275212557045,3.205668571435856,3.007323882475076,-0.0012822817855730282
