ce_mean_over_anchors,ce_per_anchor,family,fixed_decoder_ce_mean,frozen_release,independent_probe_ce_mean,recovery_increment_over_J_point,recovery_over_H,recovery_over_H_ci95_unadjusted,role,rows_per_anchor,selection_per_anchor,task_minus_H,task_minus_H_ci95_unadjusted,task_minus_J,task_minus_J_ci95_unadjusted,weighting
0.6610333016579817,"[0.659240093310086, 0.6624781296270021, 0.661381682036857]",C,,continuous_task,,-0.005919410708649695,0.00688977499849371,"[0.00531970227952739, 0.00845984771746003]",attack:AB/SEX,"[23684, 23684, 23684]","[""hist_gb_20"", ""hist_gb_20"", ""hist_gb_20""]",,,,,PWGTP
1.2230482809303445,"[1.2204889842184796, 1.229457894651525, 1.2191979639210282]",C,,continuous_task,,-0.021883439826191113,0.005305787840451889,"[0.0033440737427236082, 0.00726750193818017]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""hist_gb_5"", ""mlp_360"", ""hist_gb_5""]",,,,,unweighted
1.2344352096839606,"[1.2339193236402712, 1.2381066383449313, 1.2312796670666792]",C,,continuous_task,,-0.024914578860017765,0.00508604981436774,"[0.002687330740179427, 0.007484768888556054]",attack:AB/RAC1P,"[23684, 23684, 23684]","[""hist_gb_5"", ""mlp_360"", ""hist_gb_5""]",,,,,PWGTP
0.48687709591498063,"[0.4858753456113623, 0.48620914624917067, 0.488546795884409]",C,0.493025266541318,continuous_task,0.48687709591498063,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",-0.030650705499999088,"[-0.03415078424618059, -0.02715062675381758]",-0.007663858675578855,"[-0.009615324311778722, -0.005712393039378987]",unweighted
0.48376146179440926,"[0.48344417675519286, 0.483320696335748, 0.4845195122922869]",C,0.4886224851391699,continuous_task,0.48376146179440926,,,,utility:A/same_residence,"[23684, 23684, 23684]","[""hist_gb_5"", ""hist_gb_5"", ""hist_gb_5""]",-0.02926966317406292,"[-0.03371863465730087, -0.024820691690824973]",-0.007789613374378738,"[-0.010117332563355314, -0.005461894185402162]",PWGTP
0.6370554072981273,"[0.6374702737813528, 0.6373424250245062, 0.6363535230885226]",E,,leace_supervised_mechanism40,,0.015002903700561187,0.0325397258152093,"[0.029476795638863625, 0.035602655991554974]",attack:A/SEX,"[23684, 23684, 23684]","[""mlp_120"", ""hist_gb_20"", ""mlp_120""]",,,,,unweighted
0.6423557284438773,"[0.6421034295133113, 0.642796424346752, 0.6421673314715686]",E,,leace_supervised_mechanism40,,0.014231693061293554,0.031833106875519386,"[0.02809710856810277, 0.035569105182936]",attack:A/SEX,"[23684, 23684, 23684]","[""mlp_120"", ""hist_gb_20"", ""mlp_120""]",,,,,PWGTP
1.1741227216040315,"[1.1745940028567716, 1.1761212884951484, 1.1716528734601748]",E,,leace_supervised_mechanism40,,0.029433777399709225,0.0731034719158124,"[0.06686196757253399, 0.07934497625909082]",attack:A/RAC1P,"[23684, 23684, 23684]","[""mlp_120"", ""mlp_120"", ""mlp_120""]",,,,,unweighted
1.1839715919490026,"[1.1856926712559968, 1.186885086542723, 1.179337018048288]",E,,leace_supervised_mechanism40,,0.02948039123585626,0.07208812719195477,"[0.06448062639146823, 0.07969562799244131]",attack:A/RAC1P,"[23684, 23684, 23684]","[""mlp_120"", ""mlp_120"", ""mlp_120""]",,,,,PWGTP
0.6371477297065281,"[0.6374702737813528, 0.6376193922497091, 0.6363535230885226]",E,,leace_supervised_mechanism40,,0.014068933726591832,0.026762427713041954,"[0.023991391615020487, 0.02953346381106342]",attack:AB/SEX,"[23684, 23684, 23684]","[""ancestor_A__mlp_120"", ""hist_gb_20"", ""ancestor_A__mlp_120""]",,,,,unweighted
