beta,seed,release,split,rank,rank_tolerance,metric,coordinate,value
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.030726706259950214
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9550203339797398
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.959698676715441
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,1.0152728694883875
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,0.9494723695191853
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,1.0605257513904214
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,1.0181820921777558
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,1.0772781553741217
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,1.046307267602392
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9857328381959477
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,1.0532985840987015
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,1.0033313716106878
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,1.0244540302042826
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,1.0166150195757857
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9412144551957943
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,1.0166748977511841
beta_0p1,0,beta_0p1_W,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,1.0061772810145502
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,0,2.0855316401724724
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,1,0.9943723863859695
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,2,1.0978331534346495
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,3,0.97673857748975
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,4,0.6237895335247409
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,5,0.9437864593101649
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,6,1.0561638335263592
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,7,2.9224662740077534
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,8,1.3404056879614568
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,9,2.5125682367068984
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,10,0.8856652925876275
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,11,1.176719373012848
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,12,1.4015515424414295
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,13,0.9955000437253766
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,14,1.030424052936329
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,15,1.7169850741565096
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,0,0.21893647738668276
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,1,0.46613710688895993
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,2,0.3951407797327769
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,3,0.37201238368131373
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,4,0.4030954200652993
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,5,0.3693634494516853
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,6,0.42367249086324793
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,7,0.3523480006807293
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,8,0.2935490380395918
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,9,0.16136447219406466
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,10,0.25882056037460255
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,11,0.35685644355350926
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,12,0.44903443319696884
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,13,0.2979890275335604
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,14,0.3024715097576194
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,15,0.2800919271865506
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,0,1.000000000000006
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,1,1.0000000000000002
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999978
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,3,0.999999999999986
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,4,1.000000000000003
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,5,0.9999999999999908
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,6,0.999999999999999
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,7,1.0000000000000022
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,8,0.9999999999999969
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,9,0.9999999999999991
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,10,0.9999999999999928
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,11,1.0000000000000016
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,12,1.000000000000004
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,13,0.999999999999999
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,14,1.000000000000009
beta_0p1,0,beta_0p1_C_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,15,1.000000000000005
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,0,2.1346509611876234
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,1,1.0064784309976267
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,2,1.0830392742548787
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,3,0.9580194225354451
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,4,0.6058388608517541
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,5,0.983020385131907
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,6,1.065379420347926
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,7,2.8463511235054595
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,8,1.278791555263393
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,9,2.504233498480307
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.9559155946732797
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,11,1.0939547849227782
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,12,1.4043781366720973
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.9927656374128234
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,14,1.0583981700608922
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,direct_per_coordinate_mse,15,1.731011997786662
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.23965846649438108
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.5005812250054463
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.39451447057683814
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.35406317831678036
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.4046692949507614
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.39393555413849896
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.4105150775369966
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.36065229391151843
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.28647646712929503
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.16085286293319034
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.2674719055992692
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.3543396003427474
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.451054010721556
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.28029204581054856
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,14,0.306830863127383
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,affine_per_coordinate_mse,15,0.27368010176256974
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,0,1.0375578121569773
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,1,1.0351422418203997
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,2,0.9750677344807709
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.9852156941423459
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.0449103277810163
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,5,1.0149874253989823
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,6,0.9938024083599571
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,7,1.0459225809466342
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9687395256866196
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9756343957422708
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,10,0.97858520125265
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9488550732997493
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,12,1.0018383456210087
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,13,0.9545327194285073
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,14,1.0603772333333958
beta_0p1,0,beta_0p1_C_warmup_only,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9705334707511628
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,2.2788606078137197
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,1.065187265885889
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,1.1174161863200782
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.9797433179831386
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.6156371940530747
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.9916951519436352
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,1.0770068491154208
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,3.1016631827873744
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,1.403154240602409
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,2.6662670582297454
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.9459648277975263
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,1.1626088540761401
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,1.557002653968222
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,1.0175046717804896
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,1.0867075224249327
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,1.7906320081202136
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.22548800753777595
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.49657056644997105
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.4191753997161338
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.3708502358998994
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.4144609932175151
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.3937498079873869
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.4415862452225958
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.3385323308404138
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.30002756172737755
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.17026269085259949
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.2641977587671756
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.3730697712236063
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.46944544585306314
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.297470356532207
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.32444030837485704
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.28421744610983224
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,0.9550203339797398
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,0.959698676715441
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,1.0152728694883875
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,0.9494723695191853
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,1.0605257513904214
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,1.0181820921777558
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,1.0772781553741217
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,1.046307267602392
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9857328381959477
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,1.0532985840987015
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,1.0033313716106878
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,1.0244540302042826
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,1.0166150195757857
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,0.9412144551957943
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,1.0166748977511841
beta_0p1,0,beta_0p1_C_warmup_only,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,1.0061772810145502
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,0,2.9370285738018085
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,1,1.2799481917464144
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,2,1.0887794285508836
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,3,2.503155581124076
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,4,0.9498243629925089
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,5,1.8382742476887552
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,6,1.3741948419571488
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,7,3.118103384608704
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,8,1.9727133637267869
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,9,1.5857824209283211
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,10,0.63363561622878
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,11,2.8779724648978533
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,12,1.2066639197793823
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,13,0.8916372058217407
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,14,1.1602554528790923
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,direct_per_coordinate_mse,15,1.916389118122216
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,0,0.2763398710484958
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,1,0.619882059557225
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,2,0.37404383047797113
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,3,0.4948150583175824
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,4,0.5282637363819208
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,5,0.5184493462705166
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,6,0.5942263274705113
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,7,0.4109690928649676
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,8,0.2711703246572261
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,9,0.16457337823661083
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,10,0.24463592064304732
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,11,0.5086996076474412
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,12,0.4289599813028763
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,13,0.2584131524795681
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,14,0.3468469166566525
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,affine_per_coordinate_mse,15,0.26283376450693924
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,0,1.000000000000006
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,1,1.0000000000000002
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999978
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,3,0.999999999999986
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,4,1.000000000000003
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,5,0.9999999999999908
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,6,0.999999999999999
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,7,1.0000000000000022
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,8,0.9999999999999969
beta_0p1,0,beta_0p1_D_warmup_only,fit,17,1e-12,prior_per_coordinate_mse,9,0.9999999999999991
