beta,seed,release,split,rank,rank_tolerance,metric,coordinate,value
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.040831931337725884
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,11,0.04350659008410723
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,12,0.06730283900612323
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.07351597387819528
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,14,0.04908069341948734
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,15,0.03684600868526725
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.16356830960777163
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.5098838555865124
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.1300718908385075
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.10469548279280487
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.16291866586199535
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.062270596585030195
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.14438563366140952
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.043832677106150984
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.06888633094620852
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.07633141771827208
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.03949303729508753
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.04044663649233791
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.06350689423536354
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.060364197971322954
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,14,0.04594165145753853
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,15,0.03592720676942899
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,0,1.0110296908614305
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,1,0.982167825006178
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,2,1.0019995631578804
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.999706459371975
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.0160944976518922
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,5,0.9817175669574101
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,6,0.9428789911193491
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,7,0.9979406901600154
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9596704473992029
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9708468472199294
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,10,1.017810528788163
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9805378982582397
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,12,0.9995400150529552
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,13,1.0088632633322867
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,14,0.889788372504811
beta_0p1,2,beta_0p1_C_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9981276556831504
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,0.4141308926723875
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,0.7079257099964622
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,0.1933871585009604
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.18900740617940892
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.19015259004460214
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.09840092809212878
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,0.22081718938711695
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,0.0829494046718
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,0.08582289992152047
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,0.13088398919444444
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.042725152259981775
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,0.03852843770641158
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,0.07966864937767137
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,0.07614390659573314
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,0.050925934100356396
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,0.03866310777671534
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.16541846695849768
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.5122750206304464
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.1315613166496261
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.11247194876779708
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.1659814264235448
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.07716585340908255
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.15039616760410277
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.048119470040641384
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.07354232260414166
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.083725881086316
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.04129530100822113
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.0341867908940693
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.0728226186213994
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.06431985228708607
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.04845140494464074
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.0366752483584535
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,1.006072841614781
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,1.0541055322303867
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,0.9729511850693883
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,1.0402710960359858
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,0.9999205089297865
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,0.9785660555228319
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,0.9662789150361077
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,1.0167849352601994
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9749283368455585
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,1.037835031794555
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,1.0544027714653061
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,1.014861744830448
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,1.0771798356028155
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,1.0974713786803247
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,0.9756861025602225
beta_0p1,2,beta_0p1_C_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,0.9816518929986296
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,0,0.4115178379107608
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,1,0.7522765359761141
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,2,0.22216648842971562
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,3,0.18932593032609135
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,4,0.17347563837479552
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,5,0.09859555043277031
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,6,0.22605221898324165
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,7,0.07440779258147466
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,8,0.07825720240556618
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,9,0.11036250155947824
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,10,0.05054490014439008
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,11,0.0472472222149215
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,12,0.07436782487068766
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,13,0.07850863821945438
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,14,0.05128969749553211
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,direct_per_coordinate_mse,15,0.0435421088736903
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,0,0.16022508646118247
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,1,0.5224283450039855
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,2,0.15729420850409784
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,3,0.11722294106109657
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,4,0.14408287243361872
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,5,0.077067181522132
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,6,0.15379959615541697
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,7,0.04406581973775533
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,8,0.06790683895145617
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,9,0.07388221137171819
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,10,0.045006889135070255
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,11,0.042935033436594126
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,12,0.06717518379521592
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,13,0.06400603378023492
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,14,0.04458448264837596
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,affine_per_coordinate_mse,15,0.04031347943233101
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,0,1.0000000000000009
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,1,0.9999999999999994
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,2,0.9999999999999901
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,3,1.0000000000000102
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,4,1.0000000000000029
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,5,0.9999999999999979
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,6,0.9999999999999993
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,7,0.999999999999999
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,8,1.0000000000000044
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,9,0.9999999999999982
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,10,1.000000000000004
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,11,1.000000000000001
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,12,1.0000000000000142
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,13,0.9999999999999978
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,14,0.9999999999999962
beta_0p1,2,beta_0p1_D_persistent,fit,17,1e-12,prior_per_coordinate_mse,15,1.0000000000000042
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,0,0.41909444445541866
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,1,0.7700823562066725
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,2,0.2039151814335954
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,3,0.17770601646687825
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,4,0.16970386932615603
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,5,0.08765059033859028
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,6,0.21753402891872095
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,7,0.06960506551139331
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,8,0.07639029686133449
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,9,0.10613451874030375
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,10,0.04855413152399103
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,11,0.04503920918754793
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,12,0.06637717559509786
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,13,0.07737529529546473
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,14,0.04790036271454623
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,direct_per_coordinate_mse,15,0.04235966449558731
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,0,0.161674930350817
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,1,0.5274556119039321
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,2,0.14335444904488207
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,3,0.1074231857142967
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,4,0.14651740161434332
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,5,0.0687853208877644
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,6,0.1466323763289301
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,7,0.04080616957344067
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,8,0.06519616481425912
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,9,0.07169187068225272
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,10,0.04209480097776771
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,11,0.04149584922585147
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,12,0.061661880858484654
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,13,0.06283763372510798
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,14,0.04172182900839799
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,affine_per_coordinate_mse,15,0.03956953116311783
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,0,1.0110296908614305
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,1,0.982167825006178
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,2,1.0019995631578804
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,3,0.999706459371975
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,4,1.0160944976518922
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,5,0.9817175669574101
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,6,0.9428789911193491
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,7,0.9979406901600154
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,8,0.9596704473992029
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,9,0.9708468472199294
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,10,1.017810528788163
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,11,0.9805378982582397
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,12,0.9995400150529552
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,13,1.0088632633322867
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,14,0.889788372504811
beta_0p1,2,beta_0p1_D_persistent,source_validation,17,1e-12,prior_per_coordinate_mse,15,0.9981276556831504
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,0,0.40431486044804243
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,1,0.7356605987526516
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,2,0.20859067852213684
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,3,0.1922999503498663
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,4,0.17359979456596653
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,5,0.10868307178269393
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,6,0.22956677125890224
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,7,0.07598326011449345
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,8,0.08047126284053951
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,9,0.11683388196356133
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,10,0.0512886017271364
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,11,0.0388906106849725
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,12,0.07751151995299697
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,13,0.08095542731276677
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,14,0.049227513636773135
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,direct_per_coordinate_mse,15,0.04269033702090953
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,0,0.16233093379128588
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,1,0.5301593492547908
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,2,0.14875420890587238
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,3,0.11500667910467106
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,4,0.1494014536345311
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,5,0.08567847825469423
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,6,0.1538833618133173
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,7,0.04473607686273881
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,8,0.06967353026155813
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,9,0.07882081342363856
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,10,0.04483068295322038
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,11,0.03404780408502606
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,12,0.06937568299710167
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,13,0.06756310119097564
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,14,0.04370797706920141
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,affine_per_coordinate_mse,15,0.03910530468116763
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,0,1.006072841614781
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,1,1.0541055322303867
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,2,0.9729511850693883
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,3,1.0402710960359858
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,4,0.9999205089297865
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,5,0.9785660555228319
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,6,0.9662789150361077
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,7,1.0167849352601994
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,8,0.9749283368455585
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,9,1.037835031794555
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,10,1.0544027714653061
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,11,1.014861744830448
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,12,1.0771798356028155
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,13,1.0974713786803247
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,14,0.9756861025602225
beta_0p1,2,beta_0p1_D_persistent,development_evaluation,17,1e-12,prior_per_coordinate_mse,15,0.9816518929986296
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,0,0.06471797716550808
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,1,0.014927184559560365
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,2,0.01018483137737314
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,3,0.031019572088543338
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,4,0.008460075802162252
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,5,0.009420802367319825
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,6,0.017186427966999235
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,7,0.015551888656480446
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,8,0.003479766799014938
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,9,0.014441125008688629
beta_1,0,beta_1_W,fit,17,1e-12,direct_per_coordinate_mse,10,0.00047181297273867477
