seed,comparison,left,right,role,target,selector,split,metric,left_candidate,right_candidate,left_value,right_value,left_minus_right
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,primary,development_evaluation,log_loss,mlp,mlp,0.49622081458350253,0.49993977892189057,-0.003718964338388031
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,primary,validation_person_weighted,log_loss,mlp,mlp,0.47292235583994835,0.4708177517840232,0.0021046040559251633
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,primary,development_evaluation_person_weighted,log_loss,mlp,mlp,0.48031092863534414,0.48107597592669976,-0.000765047291355625
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:logistic,validation,log_loss,logistic,logistic,0.5088938219029328,0.5207535338815036,-0.01185971197857083
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:logistic,development_evaluation,log_loss,logistic,logistic,0.4961582513961504,0.5176594446552699,-0.021501193259119533
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:logistic,validation_person_weighted,log_loss,logistic,logistic,0.4739707841791377,0.4842898183138943,-0.0103190341347566
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:logistic,development_evaluation_person_weighted,log_loss,logistic,logistic,0.48162308668280673,0.49933431249763943,-0.0177112258148327
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:mlp,validation,log_loss,mlp,mlp,0.5074515666855557,0.5113823930641552,-0.003930826378599539
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:mlp,development_evaluation,log_loss,mlp,mlp,0.49622081458350253,0.49993977892189057,-0.003718964338388031
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:mlp,validation_person_weighted,log_loss,mlp,mlp,0.47292235583994835,0.4708177517840232,0.0021046040559251633
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,same_residence,family:mlp,development_evaluation_person_weighted,log_loss,mlp,mlp,0.48031092863534414,0.48107597592669976,-0.000765047291355625
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,primary,validation,log_loss,logistic,logistic,0.6720597782011103,0.6741174911895543,-0.002057712988444038
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,primary,development_evaluation,log_loss,logistic,logistic,0.6894484366669001,0.6890228210217564,0.00042561564514376204
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,primary,validation_person_weighted,log_loss,logistic,logistic,0.6720005442879861,0.6756655553129451,-0.003665011024959086
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,primary,development_evaluation_person_weighted,log_loss,logistic,logistic,0.6889254008923299,0.6881838362628848,0.0007415646294450795
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:logistic,validation,log_loss,logistic,logistic,0.6720597782011103,0.6741174911895543,-0.002057712988444038
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:logistic,development_evaluation,log_loss,logistic,logistic,0.6894484366669001,0.6890228210217564,0.00042561564514376204
0,warmup_minus_historical,beta_0p1_W,W_historical,transfer,commute_over20,family:logistic,validation_person_weighted,log_loss,logistic,logistic,0.6720005442879861,0.6756655553129451,-0.003665011024959086
