seed,release,target,selector,split,loss_120,candidate_120,loss_360,candidate_360,loss_360_minus_120
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_1,validation_person_weighted,1.257155078254271,mlp_1,1.257155078254271,mlp_1,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:mlp_1,development_evaluation_person_weighted,1.2133490687655852,mlp_1,1.2133490687655852,mlp_1,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:catchup,validation,1.2189030572773305,catchup,1.2189030572773305,catchup,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:catchup,development_evaluation,1.2347495271954885,catchup,1.2347495271954885,catchup,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:catchup,validation_person_weighted,1.227626476963368,catchup,1.227626476963368,catchup,0.0
0,beta_1_D_warmup_only,RAC1P,candidate:catchup,development_evaluation_person_weighted,1.2116458983816956,catchup,1.2116458983816956,catchup,0.0
0,beta_1_C_persistent,SEX,candidate:mlp_0,validation,0.6505786100074121,mlp_0,0.6505786100074121,mlp_0,0.0
0,beta_1_C_persistent,SEX,candidate:mlp_0,development_evaluation,0.6569072411371164,mlp_0,0.6569072411371164,mlp_0,0.0
0,beta_1_C_persistent,SEX,candidate:mlp_0,validation_person_weighted,0.650636060372657,mlp_0,0.650636060372657,mlp_0,0.0
0,beta_1_C_persistent,SEX,candidate:mlp_0,development_evaluation_person_weighted,0.656891226241014,mlp_0,0.656891226241014,mlp_0,0.0
0,beta_1_C_persistent,SEX,candidate:mlp_1,validation,0.6485073259638563,mlp_1,0.6485073259638563,mlp_1,0.0
